Property_ID,Listing_Title,Property_Type,Listing_Type,Created,Scraped,Latitude,Longitude,City,Airbnb_PID,Airbnb_HID,HomeAway_PID,HomeAway_HID
ab-23416657,The Hillier,Bungalow,Entire home/apt,2018-10-22,2019-05-21,43.97052,-77.38182,Prince Edward County,23416657,62748744,NA,NA
ab-23483492,Moonlight Bay,Cottage,Entire home/apt,2018-03-03,2019-05-23,44.028,-77.59244,Prince Edward County,23483492,172663870,NA,NA
ab-23521133,⭐Above the Arts,Apartment,Entire home/apt,2018-03-04,2019-05-21,44.00658,-77.14229,Prince Edward County,23521133,175691316,7325571,CanadaStays-970970w
ab-23556683,The Maple Airbnb room #1,House,Private room,2018-03-03,2019-05-23,43.95204,-77.34611,Prince Edward County,23556683,176018875,NA,NA
ab-23557235,The Maple Airbnb with 2 rooms,House,Private room,2018-03-03,2019-05-23,43.95402,-77.34614,Prince Edward County,23557235,176018875,NA,NA
ab-23561903,The Maple Airbnb room #2,House,Private room,2018-03-03,2019-05-24,43.95211,-77.34504,Prince Edward County,23561903,176018875,NA,NA
ab-23564425,NEW PRICES 2019! - Spacious Beach-front Cottage!,Cottage,Entire home/apt,2018-03-04,2019-05-21,43.87715,-77.06575,Prince Edward County,23564425,176088173,NA,NA
ab-23592137,The Hobbit Guest House,House,Entire home/apt,2018-06-29,2019-05-24,44.01327,-77.13705,Prince Edward County,23592137,37817314,NA,NA
ab-23612229,The Edge of Bloomfield in the heart of PEC,House,Entire home/apt,2018-03-10,2019-05-23,43.98887,-77.21431,Prince Edward County,23612229,17690826,1268325vb,NA
ab-23614498,Cozy Picton Apartment,Apartment,Entire home/apt,2018-03-07,2019-03-07,44.01516,-77.13739,Prince Edward County,23614498,6652723,NA,NA
ab-23630221,Blue House by the Pond,House,Entire home/apt,2018-03-10,2019-03-16,43.99707,-77.02325,Prince Edward County,23630221,160599890,NA,NA
ab-23630226,Green Leaves,House,Entire home/apt,2018-03-07,2019-05-21,43.98498,-77.22745,Prince Edward County,23630226,160599890,4895582,CanadaStays-970970w
ab-23645202,Waupoos Vista,Cabin,Entire home/apt,2018-03-10,2019-05-21,44.02432,-76.95092,Prince Edward County,23645202,33046369,NA,NA
ab-23645857,Wildflower Cottage,House,Entire home/apt,2018-04-23,2019-05-23,43.98606,-77.23021,Prince Edward County,23645857,68097990,NA,NA
ab-23652267,Elizabeth Maisonette,House,Entire home/apt,2018-03-10,2019-05-22,44.00576,-77.14119,Prince Edward County,23652267,137506773,NA,NA
ab-23669996,Globe House Prince Edward County,House,Entire home/apt,2018-06-13,2019-05-23,44.08799,-77.1473,Prince Edward County,23669996,165522809,NA,NA
ab-23690080,The Hub - 50 Wharf Street,Guest suite,Private room,2018-03-10,2019-05-23,43.95155,-77.34898,Prince Edward County,23690080,22260390,NA,NA
ab-23692083,Waterfront Cottage near Sandbanks Provincial Park,Cottage,Entire home/apt,2018-03-10,2019-05-21,43.92367,-77.1882,Prince Edward County,23692083,177469144,NA,NA
ab-23699390,Magnolia North B&B River View Bedroom,Guest suite,Private room,2018-03-10,2018-09-25,43.96609101933014,-77.04176810630743,Prince Edward County,23699390,59583381,NA,NA
ab-23701933,62 South house.,Bungalow,Entire home/apt,2018-06-13,2019-05-24,43.98702,-77.23932,Prince Edward County,23701933,148438785,NA,NA
ab-23747809,Waterfront Cardinal cottage  5m - Sandbanks park,Guesthouse,Entire home/apt,2018-03-14,2018-07-23,43.91877930952379,-77.18276076100423,Prince Edward County,23747809,172012828,NA,NA
ab-23750515,Waterfront cottage Finch 5m - Sandbanks park,Tiny house,Entire home/apt,2018-03-14,2018-08-24,43.91993797389092,-77.18299809815355,Prince Edward County,23750515,173178887,NA,NA
ab-23750877,Waterfront cottage chickadee-5m fromSandbanks park,Guesthouse,Entire home/apt,2018-03-14,2018-08-30,43.9192800274438,-77.18365913157841,Prince Edward County,23750877,173181433,NA,NA
ab-23751543,Pinot Point B in Prince Edward County,House,Entire home/apt,2018-03-14,2019-05-24,43.94601,-77.37186,Prince Edward County,23751543,17267669,NA,NA
ab-23770528,Waterfront Cottage - The Reach House,Cottage,Entire home/apt,2018-03-17,2019-05-23,44.09883,-76.88574,Prince Edward County,23770528,134524888,NA,NA
ab-23771410,Picton Place! Two Sandbanks Park passes included.,House,Entire home/apt,2018-03-19,2019-05-23,44.01063,-77.1297,Prince Edward County,23771410,178326568,NA,NA
ab-23772154,The Picton Chambers,Apartment,Entire home/apt,2018-03-24,2018-08-10,44.00574162177421,-77.14487783840254,Prince Edward County,23772154,75288083,NA,NA
ab-23778646,Studio House on the Reach,House,Entire home/apt,2018-03-17,2018-03-20,44.09812728616235,-76.88289222177984,Prince Edward County,23778646,108452613,NA,NA
ab-23778656,Room by the Vineyard 1,Guest suite,Private room,2018-03-24,2019-05-20,44.01555,-77.32693,Prince Edward County,23778656,178401172,NA,NA
ab-23824587,Bristol Farm Cottage,House,Private room,2018-04-09,2018-06-04,43.98502541587271,-77.22530890552085,Prince Edward County,23824587,13373727,NA,NA
ab-23825942,Picton Angel Lodge.,Apartment,Entire home/apt,2018-03-17,2018-03-20,44.00402170154317,-77.14753768896996,Prince Edward County,23825942,178846949,NA,NA
ab-23833882,The Cherry Valley: 1 bedroom Cottage,Cabin,Entire home/apt,2018-04-03,2019-05-22,43.95878,-77.30929,Prince Edward County,23833882,67864542,NA,NA
ab-23851897,Room by the Vineyard 2,Guest suite,Private room,2018-03-24,2019-05-24,44.01477,-77.32625,Prince Edward County,23851897,178401172,NA,NA
ab-23854123,The Auction House,Guesthouse,Entire home/apt,2018-03-25,2018-04-13,43.96456535564312,-77.23145148139206,Prince Edward County,23854123,120953094,NA,NA
ab-23859036,The Laundromat Suite in the County,Guest suite,Private room,2018-04-09,2019-05-24,44.00739,-77.13718,Prince Edward County,23859036,98849067,NA,NA
ab-23859960,Cherry Beach Resort Cottage Rental,Cabin,Entire home/apt,2018-03-24,2019-05-22,43.92188,-77.17921,Prince Edward County,23859960,179243335,NA,NA
ab-23872434,"Limestone Junction

New May long weekend: Hot tub",House,Entire home/apt,2018-04-11,2019-05-23,43.98165,-77.09543,Prince Edward County,23872434,179348186,1456387vb,NA
ab-23876665,ACT 1 - In the Heart of Wellington,Apartment,Entire home/apt,2018-03-24,2018-07-24,43.95120459315626,-77.35268050927739,Prince Edward County,23876665,108999347,NA,NA
ab-23879657,ACT 2 - 2 Bedroom Loft,Apartment,Entire home/apt,2018-03-24,2019-04-14,43.95283,-77.35022,Prince Edward County,23879657,108999347,NA,NA
ab-23879970,The VIV - 2 Bedroom Cottage with Stunning Views of Lake Ontario,House,Entire home/apt,2018-03-24,2019-04-14,43.95145,-77.35267,Prince Edward County,23879970,108999347,NA,NA
ab-23897106,Royal Road Retreat - Cheesemaker's Loft  (6 max),House,Entire home/apt,2018-03-28,2019-05-21,43.90508,-77.08834,Prince Edward County,23897106,129049638,NA,NA
ab-23924253,Best Location in Prince Edward County!,House,Entire home/apt,2018-06-08,2019-05-24,44.03821,-77.40296,Prince Edward County,23924253,49990062,NA,NA
ab-23936498,WEST LAKE WATERFRONT,House,Entire home/apt,2018-06-08,2018-07-02,43.96004802776312,-77.3065305525432,Prince Edward County,23936498,179950418,NA,NA
ab-23941289,The Wellington House | PEC | Wellington,House,Entire home/apt,2018-05-09,2019-05-22,43.95483,-77.34162,Prince Edward County,23941289,148063374,NA,NA
ab-23952979,Chase Modern @ Closson Road Wineries,House,Entire home/apt,2018-04-02,2019-03-29,43.98856,-77.38656,Prince Edward County,23952979,134087955,NA,NA
ab-23957697,Turtle for Two,House,Entire home/apt,2018-03-24,2019-05-22,43.94117,-77.24666,Prince Edward County,23957697,66323892,NA,NA
ab-23959079,Salisbury Barn - open concept Suite,Apartment,Entire home/apt,2018-03-28,2018-12-07,44.00532082665485,-77.36757261277535,Prince Edward County,23959079,108999347,NA,NA
ab-23975384,THE MINT HOUSE,House,Entire home/apt,2018-03-26,2019-05-22,44.00537,-77.14705,Prince Edward County,23975384,25136628,NA,NA
ab-23979374,Stunning Prince Edward County Post & Beam Retreat,House,Entire home/apt,2018-03-26,2019-05-21,43.99928,-77.01853,Prince Edward County,23979374,180369526,NA,NA
ab-23996512,Hops Haven PEC,House,Entire home/apt,2018-07-11,2019-05-23,43.97274,-77.34468,Prince Edward County,23996512,84987376,NA,NA
ab-24007776,Little Big Island haven,Cabin,Entire home/apt,2018-04-03,2019-05-23,44.12964,-77.25238,Prince Edward County,24007776,45435208,NA,NA
ab-24009162,SANDBANK PASS - Downtown Picton - Newly Renovated,House,Entire home/apt,2018-06-29,2019-05-21,44.00678,-77.14146,Prince Edward County,24009162,17037493,NA,NA
ab-24012610,Sandbanks Park Cottage on East Lake,Cabin,Entire home/apt,2018-05-09,2019-05-23,43.90335,-77.22391,Prince Edward County,24012610,180702826,NA,NA
ab-24042502,The Gypsy Rose Suite,Guest suite,Entire home/apt,2018-05-16,2019-05-23,44.01155,-77.14891,Prince Edward County,24042502,11960140,NA,NA
ab-24042660,Executive Summer Home in PEC Near Wineries & Beach,House,Entire home/apt,2018-04-16,2019-05-23,43.99785,-77.51657,Prince Edward County,24042660,126114815,4965897,NA
ab-24063152,Debbie's Cottage Weller's Bay Prince Edward County,Cabin,Entire home/apt,2018-04-03,2019-02-19,43.98788715587262,-77.56915175944845,Prince Edward County,24063152,181161861,NA,NA
ab-24074818,The Demorestville Lodge: 3 bedroom cottage,Cabin,Entire home/apt,2018-04-03,2019-05-24,43.95937,-77.30918,Prince Edward County,24074818,67864542,NA,NA
ab-24075791,The Milford: Studio style cottage,Cabin,Entire home/apt,2018-04-03,2019-05-23,43.95899,-77.31109,Prince Edward County,24075791,67864542,NA,NA
ab-24077152,The Bloomfield: 1 bedroom cottage,Cabin,Entire home/apt,2018-04-03,2019-05-22,43.95812,-77.31132,Prince Edward County,24077152,67864542,NA,NA
ab-241086,The Summer House Vacation Retreat,House,Entire home/apt,2011-10-08,2019-05-22,43.94891,-77.36044,Prince Edward County,241086,1265097,NA,NA
ab-24116426,"Debbie’s Guest Rooms!
Prince Edward County!",Guest suite,Entire home/apt,2018-04-03,2018-08-13,44.05003719397218,-77.570997860786,Prince Edward County,24116426,181161861,NA,NA
ab-24121315,Spacious loft in the heart of Wellington,Loft,Private room,2018-04-03,2019-05-21,43.95194,-77.34921,Prince Edward County,24121315,33159685,NA,NA
ab-24170010,Sandbanks Vacation Rental,Cottage,Entire home/apt,2018-06-29,2019-05-21,43.93653,-77.26693,Prince Edward County,24170010,162304794,NA,NA
ab-24177653,MacDonnell Landing,House,Entire home/apt,2018-04-06,2018-11-11,44.09285977617697,-76.87576614167101,Prince Edward County,24177653,160599890,NA,NA
ab-24177657,Sandy Days,House,Entire home/apt,2018-04-07,2019-04-02,43.95256,-77.34515,Prince Edward County,24177657,160599890,4941318,CanadaStays-970970w
ab-24179814,Prince Edward County gem in resort near Sandbanks,House,Entire home/apt,2018-04-07,2019-05-22,43.92574,-77.18302,Prince Edward County,24179814,55845664,NA,NA
ab-24229523,South of Main (park pass),House,Entire home/apt,2018-04-07,2019-05-22,44.00699,-77.13937,Prince Edward County,24229523,119010319,NA,NA
ab-24247179,Bristol Farm Cottage,Cottage,Entire home/apt,2018-04-22,2018-09-07,43.98555236780251,-77.22614295390875,Prince Edward County,24247179,13373727,NA,NA
ab-24249365,Relaxation in the county,Farm stay,Entire home/apt,2018-04-11,2019-05-23,43.91671,-77.05872,Prince Edward County,24249365,182835554,4940814,CanadaStays-970970w
ab-24280698,“Sweet” on Muscote Bay,Guest suite,Entire home/apt,2018-04-09,2019-05-23,44.083,-77.26383,Prince Edward County,24280698,183120075,NA,NA
ab-24287697,Apartment 126 - Scandinavian Vibe,Apartment,Entire home/apt,2018-05-16,2018-09-18,44.00525153045278,-77.14337471786949,Prince Edward County,24287697,149886301,NA,NA
ab-24287820,Royal Road Retreat  (max 8 people),Farm stay,Entire home/apt,2018-04-09,2018-05-03,43.90448540508297,-77.08790720352647,Prince Edward County,24287820,129049638,NA,NA
ab-24303784,Cold Creek Country Rental,House,Entire home/apt,2018-04-14,2018-09-29,43.96196607888622,-77.43801740726083,Prince Edward County,24303784,13358950,NA,NA
ab-24311350,Littlejohn Farm,Farm stay,Private room,2018-04-11,2018-05-05,43.96752999291211,-77.16518849684454,Prince Edward County,24311350,183408041,NA,NA
ab-24347135,The Green Door,House,Entire home/apt,2018-04-14,2018-11-21,44.01003812437813,-77.132098280067,Prince Edward County,24347135,108999347,NA,NA
ab-24348734,Morgan Place,House,Entire home/apt,2018-04-14,2019-01-07,43.99534000909328,-77.2834821310702,Prince Edward County,24348734,108999347,NA,NA
ab-24354868,Blue By You - 20% savings on weekdays,House,Entire home/apt,2018-04-25,2018-10-17,44.00366071167011,-77.13855058747804,Prince Edward County,24354868,81122521,NA,NA
ab-24366051,The Sophia - Farmhouse minutes from Sandbanks,House,Entire home/apt,2018-04-14,2019-05-21,43.929,-77.25605,Prince Edward County,24366051,1350551,NA,NA
ab-24386445,The Mary - Coach House minutes from Sandbanks,House,Entire home/apt,2018-04-14,2019-05-22,43.92786,-77.25804,Prince Edward County,24386445,1350551,NA,NA
ab-24404502,Limestone Ridge Chalet,House,Entire home/apt,2018-04-18,2018-12-19,44.04332790760867,-77.076868145665,Prince Edward County,24404502,160599890,NA,NA
ab-24404505,Tranquility on South Bay,House,Entire home/apt,2018-04-18,2019-05-23,43.92966,-77.0487,Prince Edward County,24404505,160599890,4966037,CanadaStays-970970w
ab-24404513,Chapel Street Guest House,House,Entire home/apt,2018-04-18,2019-05-24,44.00528,-77.1452,Prince Edward County,24404513,160599890,4966036,CanadaStays-970970w
ab-24410144,Book together: Sophia Farmhouse + Mary Coach House,House,Entire home/apt,2018-04-15,2019-05-22,43.92846,-77.25655,Prince Edward County,24410144,1350551,NA,NA
ab-24421480,"Quiet Waterfront Sanctuary, PEC's best kept secret",Bungalow,Entire home/apt,2019-04-15,2019-05-24,44.13967,-77.30138,Prince Edward County,24421480,121326571,NA,NA
ab-24440720,Lakeside Retreat in Prince Edward County,Cottage,Entire home/apt,2018-05-05,2019-05-22,43.96632,-77.5173,Prince Edward County,24440720,47477083,NA,NA
ab-24476498,Sandbanker Retreat,House,Entire home/apt,2018-06-15,2019-05-24,43.93019,-77.25631,Prince Edward County,24476498,32836421,NA,NA
ab-24489450,Muskie Mansion,Cabin,Entire home/apt,2018-04-21,2019-05-21,44.02165,-77.12345,Prince Edward County,24489450,97909913,NA,NA
ab-24500438,Sundowners - A Lakeside PEC Retreat,Cottage,Entire home/apt,2018-04-21,2019-05-20,44.03131,-77.12117,Prince Edward County,24500438,185084507,NA,NA
ab-24539282,Treasure Cove Cottages,Cabin,Entire home/apt,2018-04-21,2019-05-24,44.03287,-77.02111,Prince Edward County,24539282,182493596,NA,NA
ab-24541697,Boat house loft,Serviced apartment,Entire home/apt,2018-04-21,2019-01-03,44.03567249589344,-77.11370548455785,Prince Edward County,24541697,142043087,NA,NA
ab-24600377,Picton Lodge,House,Entire home/apt,2018-07-03,2018-10-30,44.01094194706341,-77.13941734595245,Prince Edward County,24600377,185897721,NA,NA
ab-24617518,Milford Vacation House,Bungalow,Entire home/apt,2018-05-14,2019-05-23,43.96376,-77.05075,Prince Edward County,24617518,136174668,NA,NA
ab-24629251,"Avalon B and B, a Woodland Oasis in Cherry Valley",Guest suite,Private room,2018-04-28,2019-05-22,43.93904,-77.15083,Prince Edward County,24629251,2552086,NA,NA
ab-24656848,Glenora Waterview Escape,Cottage,Entire home/apt,2018-05-21,2018-10-11,44.04361177046545,-77.07187807048163,Prince Edward County,24656848,37616933,NA,NA
ab-24676239,Wellington Waterfront Home,House,Entire home/apt,2018-05-07,2019-05-23,43.95243,-77.34086,Prince Edward County,24676239,6655202,NA,NA
ab-24676287,Prince Edward County -3 Bedroom House,House,Private room,2018-05-05,2018-09-20,44.0067547706409,-77.12870988013,Prince Edward County,24676287,106935475,NA,NA
ab-24750302,Viking Cabin + free breakfast,Cottage,Private room,2018-05-23,2019-05-21,44.09727,-76.87798,Prince Edward County,24750302,9584837,NA,NA
ab-24750890,"VikingLakeHaus, ScandinavianSuite, free breakfast",Cottage,Private room,2018-05-04,2019-05-23,44.09664,-76.87711,Prince Edward County,24750890,9584837,NA,NA
ab-24755153,Driftwood Suite @ Viking Shores,Cottage,Private room,2018-05-04,2019-05-23,44.09754,-76.87639,Prince Edward County,24755153,9584837,NA,NA
ab-24772529,The Cove on 49,Bungalow,Entire home/apt,2018-05-04,2019-05-23,44.09587,-77.08366,Prince Edward County,24772529,134087955,NA,NA
ab-24775695,Sunrise Cottage Resort-Islandview Cottage,Resort,Private room,2018-05-04,2019-01-30,43.95936471493529,-77.30781453649138,Prince Edward County,24775695,187323339,NA,NA
ab-24791929,The Blue Acre,House,Entire home/apt,2018-05-04,2018-08-16,43.99599146966018,-77.40542437092236,Prince Edward County,24791929,160599890,NA,NA
ab-24798231,Runaway Rooster Guest Cottage,Guesthouse,Entire home/apt,2018-05-12,2019-05-23,43.99111,-77.21583,Prince Edward County,24798231,187479039,1533650vb,NA
ab-24866686,Sunrise Cottage Resort- Poolside Cottage #2,Resort,Private room,2018-05-07,2019-01-29,43.95953992098239,-77.30840995877168,Prince Edward County,24866686,187323339,NA,NA
ab-24872012,"Sand Banks, West Lake Sun-set Cottage",Cottage,Entire home/apt,2018-05-12,2019-05-22,43.9357,-77.27055,Prince Edward County,24872012,15148551,NA,NA
ab-24881846,The Caddy Shack House Sandbanks,House,Entire home/apt,2018-05-09,2019-05-22,43.90851,-77.24054,Prince Edward County,24881846,188107911,NA,NA
ab-24903764,SPACIOUS / Large Yard / Close to Beach + Wineries,Chalet,Entire home/apt,2018-05-09,2019-05-22,43.95035,-77.23949,Prince Edward County,24903764,19458966,NA,NA
ab-24907530,Converted Elementary School - South in Milford,Loft,Entire home/apt,2018-05-07,2019-05-22,43.93409,-77.10222,Prince Edward County,24907530,19563772,NA,NA
ab-24911349,The Flats East,Apartment,Entire home/apt,2018-05-09,2019-05-23,43.95079,-77.34996,Prince Edward County,24911349,108999347,4990908,Sandbanks-Vacations-&-Tours-944420w
ab-24912143,The Flats West,Apartment,Entire home/apt,2018-05-09,2019-05-21,43.9506,-77.3499,Prince Edward County,24912143,108999347,4990992,Sandbanks-Vacations-&-Tours-944420w
ab-24956454,Sunrise Cottage Resort-Poolside #5,Resort,Private room,2018-05-12,2019-01-29,43.95816705817437,-77.30786161021003,Prince Edward County,24956454,187323339,NA,NA
ab-24956693,Conscious Cove || bright + boho 3 bedroom in PEC,Bungalow,Entire home/apt,2018-07-18,2019-05-22,43.95434,-77.34407,Prince Edward County,24956693,28504293,NA,NA
ab-24963811,Harwood House,Bungalow,Entire home/apt,2018-06-08,2019-05-24,43.94663,-77.37103,Prince Edward County,24963811,188723312,NA,NA
ab-24965579,Beach house in town of  Wellington on Lake Ontario,Bungalow,Entire home/apt,2018-05-12,2019-05-24,43.95159,-77.35539,Prince Edward County,24965579,113826425,562732vb,NA
ab-24988311,Taylorfields,House,Entire home/apt,2018-06-29,2019-05-24,43.99444,-77.18013,Prince Edward County,24988311,108999347,4997453,Sandbanks-Vacations-&-Tours-944420w
ab-25013492,The County Casa - A Hip & Modern PEC Vacation Home,Bungalow,Entire home/apt,2018-05-12,2019-05-24,44.0356,-77.15457,Prince Edward County,25013492,9187151,7556274,NA
ab-25026407,Cressy Hill,House,Entire home/apt,2018-05-16,2019-05-22,44.07137,-76.92024,Prince Edward County,25026407,160599890,4999352,CanadaStays-970970w
ab-25026420,MacDonnell Landing Loft,House,Entire home/apt,2018-05-16,2018-10-10,44.09273804995038,-76.87581645390047,Prince Edward County,25026420,160599890,NA,NA
ab-25026426,"Serendipity - Wellington, Ontario",House,Entire home/apt,2018-05-16,2018-07-02,43.949955386553746,-77.35311888293019,Prince Edward County,25026426,160599890,NA,NA
ab-25044025,Lyttleton in P.E.C.,Guest suite,Entire home/apt,2018-06-29,2019-05-23,43.98449,-77.24402,Prince Edward County,25044025,4590701,NA,NA
ab-25049454,Picton Harbour House,House,Entire home/apt,2018-05-14,2018-09-06,44.00773256347326,-77.13856790739412,Prince Edward County,25049454,50594353,NA,NA
ab-25056256,Lakeside Loft,House,Entire home/apt,2018-05-16,2019-05-22,43.95471,-77.32528,Prince Edward County,25056256,156348809,NA,NA
ab-25067645,White Chapel  Retreat ~ Overlooking The Bay,House,Entire home/apt,2018-05-16,2019-05-23,44.03344,-77.13901,Prince Edward County,25067645,137160819,NA,NA
ab-25073875,Rm 3 Eco Guesthouse & Kayak Rental on Harbour,House,Private room,2018-05-16,2018-12-04,44.00824150265148,-77.13538492776344,Prince Edward County,25073875,86838,NA,NA
ab-25075228,Rm 2 Eco Guesthouse & Kayak Rental on  Harbour,House,Private room,2018-05-16,2018-12-04,44.00882514048153,-77.13684283289963,Prince Edward County,25075228,86838,NA,NA
ab-25078190,"On The Ridge : Home Apartment Suite , Picton, ON.",Apartment,Entire home/apt,2018-05-16,2019-05-23,43.96991,-77.19189,Prince Edward County,25078190,189530458,7441499,NA
ab-25079811,The Farmhouse Suite,Guest suite,Entire home/apt,2018-05-16,2019-05-22,43.9913,-77.05386,Prince Edward County,25079811,135712337,NA,NA
ab-25099252,Ballyshannon Cottage,Cabin,Entire home/apt,2018-06-13,2019-03-06,44.04502,-77.07681,Prince Edward County,25099252,36760275,NA,NA
ab-25129657,Duck and Loon Vacation Suite,Apartment,Entire home/apt,2018-05-22,2019-05-22,44.0252,-77.13431,Prince Edward County,25129657,189930206,NA,NA
ab-25137078,Sunrise Cottage Resort-Poolside Cottage #3,Resort,Private room,2018-05-23,2019-01-29,43.9578391065306,-77.30983876234097,Prince Edward County,25137078,187323339,NA,NA
ab-25183524,THE LOFT at CC [STEPS FROM RESTAURANTS + SHOPS!],Apartment,Entire home/apt,2018-06-29,2019-05-23,43.98658,-77.22684,Prince Edward County,25183524,30164462,NA,NA
ab-25188841,By the Bay,House,Entire home/apt,2018-06-29,2019-05-24,44.00489,-77.52295,Prince Edward County,25188841,190245185,NA,NA
ab-25201369,Waterfront Listing: Longacre Cottage,Cottage,Entire home/apt,2018-08-09,2019-05-20,43.92847,-76.94054,Prince Edward County,25201369,5129305,NA,NA
ab-252091,The Summer House Suite,House,Private room,2011-10-23,2019-05-23,43.94882,-77.35915,Prince Edward County,252091,1265097,NA,NA
ab-25235940,Downtown Picton - Prince Edward County,Apartment,Entire home/apt,2018-05-22,2019-05-24,44.00865,-77.14342,Prince Edward County,25235940,190675001,NA,NA
ab-25253152,Willy's (Willie's) Place,Bungalow,Entire home/apt,2018-06-09,2019-05-24,43.90654,-77.23885,Prince Edward County,25253152,69621352,NA,NA
ab-25264062,PEACEFUL/PRIVATE - 10 mins to beach with FREE PASS,Bungalow,Entire home/apt,2018-06-15,2019-05-25,43.93436,-77.08987,Prince Edward County,25264062,139433857,NA,NA
ab-25292298,Prince Edward County Sandbanks Picton Hill St Blue,House,Entire home/apt,2018-05-24,2019-05-22,44.01761,-77.13281,Prince Edward County,25292298,191054005,NA,NA
ab-25318424,Heartwood Rest House,Guesthouse,Entire home/apt,2018-06-15,2018-12-01,43.93855886348021,-77.15058352250313,Prince Edward County,25318424,191220501,NA,NA
ab-25347837,Cribs on the Hill Picton | Suite 1,Townhouse,Entire home/apt,2018-06-29,2019-03-22,44.00591,-77.13379,Prince Edward County,25347837,55305115,NA,NA
ab-25380376,The County is calling!,House,Entire home/apt,2018-07-05,2019-05-21,43.9853,-77.23986,Prince Edward County,25380376,135982931,NA,NA
ab-25396196,The Doctor's House in Consecon,Apartment,Entire home/apt,2018-06-29,2019-05-23,43.99722,-77.51998,Prince Edward County,25396196,13521103,NA,NA
ab-25402401,Dunesview Beach House at Sandbanks Provincial Park,Guesthouse,Entire home/apt,2018-06-29,2019-05-23,43.9168,-77.26911,Prince Edward County,25402401,86377390,NA,NA
ab-25410899,"The Fox Loft in Picton, Prince Edward County",Guest suite,Entire home/apt,2018-06-15,2019-05-22,44.00409,-77.14498,Prince Edward County,25410899,24512248,7652353,NA
ab-25423168,The blue barn,House,Entire home/apt,2018-06-09,2019-05-21,43.96581,-77.16607,Prince Edward County,25423168,191918128,NA,NA
ab-25440477,The Gilly,House,Entire home/apt,2018-06-28,2019-05-21,43.98922,-77.2791,Prince Edward County,25440477,192037602,NA,NA
ab-25444500,The Postmaster's House in Prince Edward County,House,Entire home/apt,2018-06-08,2019-05-24,43.97416,-77.45402,Prince Edward County,25444500,113579451,1449188vb,NA
ab-25448350,Beautiful 4 Bedroom Prince Edward County Cottage,Cabin,Entire home/apt,2018-06-09,2019-05-23,43.92382,-77.18286,Prince Edward County,25448350,192087651,NA,NA
ab-25449664,Cherry Beach Resort -Sandbanks Rental2,Cottage,Entire home/apt,2018-06-09,2019-05-21,43.90496,-77.19758,Prince Edward County,25449664,136646489,NA,NA
ab-25458338,The Village Suites - Double-0-Seven,Apartment,Entire home/apt,2018-06-08,2019-05-21,43.95091,-77.35017,Prince Edward County,25458338,30499851,NA,NA
ab-25479686,The Minaker suite @ the House of Falconer,Guest suite,Private room,2018-06-09,2019-05-24,44.00679,-77.1493,Prince Edward County,25479686,192296815,NA,NA
ab-25516093,Adorable Bungalow in Lovely Prince Edward County,Bungalow,Entire home/apt,2018-06-09,2019-05-24,44.14112,-77.17999,Prince Edward County,25516093,31607228,NA,NA
ab-25518015,Delightful Dyer-Wolff Den in Beautiful Bloomfield!,House,Entire home/apt,2018-06-09,2019-05-24,43.98464,-77.2284,Prince Edward County,25518015,192561511,NA,NA
ab-25519209,SkySuite on West Lake,House,Entire home/apt,2018-06-08,2019-05-24,43.95771,-77.31734,Prince Edward County,25519209,120242912,NA,NA
ab-25520302,"The Pastry Suite
A private guest suite",Guest suite,Entire home/apt,2018-07-06,2019-05-21,44.0064,-77.14448,Prince Edward County,25520302,61224177,NA,NA
ab-25539774,A Waterfront Cottage To Recharge Tired Souls,Cabin,Entire home/apt,2018-06-11,2019-05-24,43.91561,-77.02906,Prince Edward County,25539774,122848182,NA,NA
ab-25550276,Meraki County Suites - Artistic Style Guest Suite,Guest suite,Entire home/apt,2018-06-08,2019-05-23,44.07694,-77.43901,Prince Edward County,25550276,12706216,NA,NA
ab-25551239,Wellington Garden Suite,Guest suite,Entire home/apt,2018-06-08,2019-05-22,43.95238,-77.35142,Prince Edward County,25551239,7672496,NA,NA
ab-25565378,COUNTY's great  B+B with full BREAKFAST +  more,Villa,Private room,2018-06-08,2019-05-22,44.01517,-77.53984,Prince Edward County,25565378,192842550,NA,NA
ab-25571337,Waterfront cottage on The Bay of Quinte,Cabin,Entire home/apt,2018-07-03,2019-05-23,44.07875,-77.53782,Prince Edward County,25571337,150221963,1341261vb,NA
ab-25579560,☀️ ❤️ The Heart Rock Vacation Rental ❤️ ☀️,Guest suite,Entire home/apt,2018-06-08,2019-05-22,44.01058,-77.28337,Prince Edward County,25579560,24605797,NA,NA
ab-25585687,Charming  farmhouse in Prince Edward County,House,Private room,2018-06-13,2019-05-22,44.11713,-77.43441,Prince Edward County,25585687,4388527,NA,NA
ab-25588309,Cottage on Bay of Quinte,Cabin,Entire home/apt,2018-07-03,2019-02-27,44.07887,-77.53623,Prince Edward County,25588309,150221963,NA,NA
ab-25633211,"Wellington Suite, Mary Street Guesthouse",Apartment,Entire home/apt,2018-06-09,2019-05-24,44.00673,-77.1433,Prince Edward County,25633211,192123125,NA,NA
ab-25664029,★ ☀️ The Courier House  ♥  2 Sandbanks Passes ☀️ ★,House,Entire home/apt,2018-06-08,2019-05-23,44.01513,-77.28558,Prince Edward County,25664029,24605797,NA,NA
ab-25684374,Our Home in The Valley,House,Entire home/apt,2018-06-20,2019-05-22,43.93716,-77.15215,Prince Edward County,25684374,15712716,NA,NA
